actnow,-1.0
actonclimate,-0.8728867670049458
alberta,0.6775177129288262
auspol,-0.22792128113028035
australia,-0.26244694917575595
biden,-0.4810658051572477
biodiversity,-0.8572247223575983
canada,0.031495658432000764
carbonfootprint,-0.24215620820514988
carbonkleptomania,0.5400327059021126
carbontax,0.5145356981216274
cdnpoli,-0.11904862469933762
cleanenergy,-0.9426336797621733
climate,-0.5386684125227849
climateaction,-1.0
climateactionnow,-0.5044426137469809
climatebrawl,0.605503161468944
climatechange,-0.15890776991928052
climatechangehoax,0.5816261855712056
climatechangeisreal,-0.04990805013484204
climatecrisis,-0.5498118328066764
climatecult,0.5189352625798184
climateemergency,-0.48951400252763355
climatefraud,0.9891204800372704
climategate,0.8976100388690575
climatehoax,1.0
climatehysteria,0.6574921229559411
climatejustice,-0.8763071165987517
climaterisk,-0.963166288595394
climatescam,0.8374029273445744
climatestrike,-0.38466555440676287
climateweeklac,-1.0
co2,0.033560751479313505
cop26,-1.0
coronavirus,0.5089483220517231
covid19,0.364981434737343
donate,0.4123948391096419
earth,-0.7997631164197283
economy,-0.20977473328067733
emissions,-0.9108333159531438
energy,-0.8768133327387228
environment,-0.8960125624287328
environmentaljustice,-1.0
esg,-1.0
eugreendeal,-0.8810076458489171
exitun,1.0
extinctionrebellion,-0.14577225720520726
facetheclimateemergency,-1.0
fakenews,0.7616809653871826
fridaysforfuture,-0.3661802923473894
friendsofscience,0.6209306035960843
globalcooling,0.536565539662991
globalgoals,-1.0
globalwarming,-0.11443265444161474
globalwarmingisahoax,0.53310216575616
green,-0.39264724836725223
greennewdeal,-0.7335991729653891
greenrecovery,-0.9882705906667842
gretathunberg,-0.0929232243148019
hoax,0.6448747621356098
katyayan,-0.9781289800749701
liberalismisamentaldisorder,0.928644207503243
like,0.6282727515868374
mothersday,-0.9987612128576229
nature,-0.9795974484299186
naturephotography,-0.9775724067728425
netzero,-1.0
noclimateemergency,0.7543824735052408
parisagreement,-0.48987036626182406
pollution,-0.9805749419530194
racetozero,-1.0
renewableenergy,-1.0
renewables,-0.7473363349806866
saturdaymotivation,-0.9754559858628283
savetheplanet,-0.9363875330966754
science,-0.3760641076685029
sdg13,-1.0
sdg7,-1.0
sdgs,-0.9709854908013998
share,0.6319109369883322
sundaymorning,-0.9784569736401956
sundaythoughts,-0.7687213479697687
sundayvibes,-0.9802032468144133
sustainability,-1.0
sustainable,-0.8509971195630075
togetherforourplanet,-1.0
trudeaumustgo,1.0
tuesdaymotivations,-0.9768683186296423
tuesdayvibe,-0.9767972270255424
un,0.23820591957729756
usa,-0.7264750910420801
