,id,Tweet,Date
63,1188080617826766848,"@clifford_casas @KarlaDeLaFuen16 Clifford es la enésima ocasión que me tiran mi cuenta, ahora fue por reventar las redes con #AMLOEstamosContigo y por reportar borolos que estuvieron chingando con lo d Culiacan. Solicito ayuda para recuperar mis seguidores, gracias y saludos. Lo volvería a hacer.",2019-10-26 08:11:07
64,1188066363874541568,#AMLOEstamosContigo   Alfredo Jalife: #CULIACÁN fue una TRAMPA para dêrrocar al Presidente LÓPE...  https://t.co/34KGyLCXBK,2019-10-26 07:14:29
65,1187937408396005376,"Lo sucedido en Culiacán fue la excusa suficiente para descalificar el trabajo que ha hecho el gobierno de izquierda, ¿qué fue lo que sucedió? ¿por qué esta vez sí generó un ‘mega terremoto’? Continua leyendo mi columna en:   https://t.co/fkEBhc9H4i #AMLOEstamosContigo  #CULIACAN",2019-10-25 22:42:03
66,1187712298976079874,Operativo fallido de Culiacán. No se puede seguir culpando el pasado de nuestro presente. #AMLOEstamosContigo Debes actuar y cambiar el Mexico de ahora. O tendremos que esperar a la 5T o 6T?,2019-10-25 07:47:33
67,1187561993152225286,"Ay, nooooo.  ¿Un 🤡 disfrazado de militar, o un militar 🐔?  De cualquier modo, las estrategias de la fachiza cada vez más patéticas.  Le habían apostado todo a Culiacan, por lo que veo. Nomás no lo sueltan.  #AMLOEstamosContigo  #AmloElPuebloTeApoya",2019-10-24 21:50:17
68,1187557891794001923,"@Revolucion3_0 @GloriaLeticiaSa Nuestro digno y congruente presidente cumpliendo con informar fehacientemente de los hechos del caso Culiacán para que prevalezca la ley y por ende el estado de derecho como lo ha comentado en varias ocasiones, no, al estado de chueco #AMLOEstamosContigo",2019-10-24 21:33:59
69,1187437745616162816,"@chioreya Ni cederán, ya lo vimos en Culiacán, ya emigraron a agresiones más graves que la calumnia, no les importa el pueblo sino su m4ld1t4 ambición, el lo pidió &lt;&lt;No me dejen sólo&gt;&gt;  ¡JAMÁS!    Que se vea la fuerza 💪 de los Mexicanos conscientes!   #AMLOEstamosContigo",2019-10-24 13:36:34
70,1187436337588244481,"@MEXICO1846 Están bien indejos, lo qué pasa cuando todos nos unimos en torno a la 4T es solidaridad contra las hienas. Lo q paso en Culiacán fue terrorismo desestabilizador. Los políticos corruptos de siempre ligados al narco no se darán x vencidos tan fácilmente. #AMLOEstamosContigo",2019-10-24 13:30:59
71,1187414495179759616,"En el monte cuando un borrego se retira, Es para dar el tope mas fuerte , cuando te lo asesta , no te levantas¡     En culiacan va a pasar algo similar ...El ejercito reculo , Pero solo para dar el golpe mas fuerte ¡ ...Al tiempo ¡ #AMLOEstamosContigo  #AmloElPuebloTeApoya",2019-10-24 12:04:11
72,1187310588378206208,Por cambiar la estrategia por la vida y la paz en Culiacán #AMLOEstamosContigo,2019-10-24 05:11:18
73,1187212679850725376,"Una explicación exacta de lo que trataron de hacer en culiacan,, #AmloElPuebloTeApoya #AMLOmejorPresidenteDelMundo #AMLOEstamosContigo #AmloNoEstasSolo #AMLOEstoyContigo #RedAMLO #RedAMLOVE #RedAMLOvers",2019-10-23 22:42:14
74,1187194229212307456,"Me entristece la liberación de Ovidio, pero más me habría dolido ver un #Culiacán enlutado. #AMLOEstamosContigo.",2019-10-23 21:28:55
75,1187189463291707392,"¿Es neta...siguen con el cuento de Culiacán? La gente allá ya lo superó,aplaudieron el actuar de #AMLOmejorPresidenteDelMundo y siguen con sus vidas. ¿Por qué siguen rumiando y gastando energía a lo tonto?  Venga mi #OposicionMoralmenteDerrotada ya supérenlo.  #AMLOEstamosContigo",2019-10-23 21:09:59
76,1187185457349582848,"@MarkoCortes preparando ""la trinchera"" en Culiacán #AMLOEstamosContigo",2019-10-23 20:54:04
77,1187184454512631808,#AMLOEstamosContigo yo apoyo al presidente por evitar una masacre en culiacán .,2019-10-23 20:50:05
78,1187183166290907138,"@hbecas Esto le hubiera encantado a la #OposicionMoralmenteDerrotada en Culiacán, Sinaloa, México  @lopezobrador_ estadista humano no lo permitió Gracias @Luis_C_Sandoval y al @EJTO_FAM_GN  esto se evitó  Larga vida a nuestros soldados  Larga vida al Presidente 🇲🇽🇲🇽  #AMLOEstamosContigo  https://t.co/y3RtMRIXh0",2019-10-23 20:44:58
79,1187111907133554688,"ESTÁS PERDIDO CARLOS PÁEZ, TRAS LOS HECHOS DE CULIACÁN, TODOS LOS QUE ESTAMOS CON AMLO EMPEZAMOS A MANDAR TUITERS CON #AMLOEstamosContigo , NO ESTAMOS AUTOMATIZADOS, NI SOMOS ""BOTS"", SOMOS MÁS DE 30 MILLONES QUE VOTAMOS POR AMLO, ASÍ QUE NO INVENTES PENDEJADAS Y UBÍCATE CHAYOTERO",2019-10-23 16:01:48
80,1187089112249053190,"Los derefachos en Culiacán:  - Queremos sangre,violencia y muertes y en el Palacio Nacional - Oh no! Les aventaron gas, en dónde están los derechos humanos? #AmloElPuebloTeApoya #AMLOEstamosContigoً  https://t.co/7BBMDmzmIj",2019-10-23 14:31:14
81,1187061857388883968,"Sobre Culiacán: Los narcos no están en un lugar, juntos. Los narcos están metidos en toda la sociedad. He ahí lo difícil de usar la fuerza. Lo mejor es atacar las causas de ese problema . Apoyo total a #AMLOEstamosContigo",2019-10-23 12:42:56
82,1187045092776914951,@jenarovillamil @epigmenioibarra Culiacán Apoya al 💯 a Nuestro Presidente AMLO y su Equipo de Gobierno #AMLOEstamosContigo #RedAMLO #EsUnHonorEstarConObrador,2019-10-23 11:36:19
83,1187044300695244800,"Comparto encuesta de Demotecnia levantada el día de ayer, la opinión de que la decisión en Culiacán fue la correcta ya es mayoritaria.     Nada está por encima de la vida de las personas #AMLOEstamosContigo  https://t.co/b6L43Amrwv",2019-10-23 11:33:10
84,1187022326509912065,Insolting an unacceptabol  #Cartón para @ABarloventoInfo   #Culiacan  #AmloElPuebloTeApoya  #AMLOEstamosContigo  https://t.co/MGy1kwFYO7,2019-10-23 10:05:51
85,1187021800955432960,Y @lopezobrador_ no sabía nada a pesar de reunirse diariamente con @AlfonsoDurazo #FelizMiercoles #BuenosDiasATodos #AMLOmejorPresidenteDelMundo #AmloElPuebloTeApoya #AMLOEstamosContigo #AmloFracasoPresidencial #Morena #Culiacan #WorldSeries #AmloRenuncia #CuliacanLos43DeLopez,2019-10-23 10:03:45
87,1186859169569280000,"#AMLOEstamosContigo Los analistas políticos están trabajando en todos los medios 7x 24 tirando mierda a AMLO por lo de Culiacán segun ellos es la noticia + relevante n la prensa mundial desde hace días! Que idiotas! Tema  Ecuador y Chile no existen,Dónde la dictadura derecha mata",2019-10-22 23:17:31
88,1186858410542649346,"Insisten con el ""horror"",  están ""horrorizados"" ya hasta dan risa resultan horrendos Y con respeto a los acontecimientos vividos y a los compas de Culiacán. Señalan el fracaso del operativo y lo único que fracasó es su operativo por golpear a el Presidente #AMLOEstamosContigo",2019-10-22 23:14:30
89,1186853762977222656,"@AnaPOrdorica @carlosmeleno Que te manden a cubrir una nota como la de #culiacan con todo y tu familia,haber si así entiendes el valor de la vida estúpida. #AMLOEstamosContigo  #YoConAmloPorLaPaz   #BoicotKimberlyClark",2019-10-22 22:56:02
90,1186850874389422080,"@FelipeCalderon @MaruCampos_G Bola de payasos rateros. Pero eso sí: llamando a que mataran gente en #Culiacan. ¡Cobardes!. Pero el #PRIANDMC no pasa del 2021. El tuyo no verá la luz, no te emociones. #AmloElPuebloTeApoya #AMLOEstamosContigo",2019-10-22 22:44:33
91,1186845468661178368,@MaruCampos_G @lopezobrador_ No vinieron a provocar y muy raro después de los hechos de Culiacán 🤔 #AMLOEstamosContigo #AMLOmejorPresidenteDelMundo #AmloEresUnico,2019-10-22 22:23:04
92,1186839828673056770,@ElAmaDeCasa1 En mis emociones tengo prohibido odiar a nadie  y no defiendo a un hombre defiendo su decision como presidente de todos los mexicanos en  el caso Culiacán #AMLOEstamosContigo,2019-10-22 22:00:40
93,1186817379436814337,@ElAmaDeCasa1 No defiende a los narcos defiende el derecho a la vida y al hacerlo en Culiacán salvo muchas y muchos hijas hijos betas nietos de habitantes de esa ciudad #AMLOEstamosContigo,2019-10-22 20:31:27
94,1186813377529745408,Guerra en Culiacán se polariza en Twitter con #RenunciaAMLO y también #AMLOEstamosContigo  https://t.co/7t97nLPF15,2019-10-22 20:15:33
95,1186778334962880518,En unos minutos subiré a tribuna para hablar sobre lo acontecido en #Culiacan.  Adelanto que brindaré mi respaldo al Presidente @lopezobrador_ #AmloElPuebloTeApoya  #AMLOEstamosContigo,2019-10-22 17:56:18
96,1186768461495582720,"Dicen “Nuestro respeto para Culiacán” No mamar, pues compas. Cual respeto, si nomas  andan de criminales. No nos hacen ni ningún favor. #AMLOEstamosContigo  https://t.co/kHF3hZ2lkh",2019-10-22 17:17:04
98,1186722760816377856,"La derecha moralmente derrotada compara la muerte de 43 estudiantes con lo sucedido en Culiacan, no son más pendejos porque no se puede......Ardan y aprendan como se gobierna con respeto a los derechos humanos y a la vida 👉 #amloestamoscontigoً",2019-10-22 14:15:29
